Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
418,Domantas Sabonis,C,26,SAC,74,74,34.8,7.3,11.9,.611,0.4,1.1,.354,6.9,10.8,.637,.627,4.2,5.5,.759,3.2,9.3,12.4,7.2,0.8,0.5,2.9,3.6,19.1,sabondo01
419,Luka Šamanić,PF,23,UTA,1,0,25.0,2.0,8.0,.250,1.0,4.0,.250,1.0,4.0,.250,.313,4.0,4.0,1.000,0.0,9.0,9.0,4.0,1.0,1.0,2.0,4.0,9.0,samanlu01
420,Dario Šarić,PF,28,TOT,54,12,13.9,2.2,4.8,.456,0.7,2.0,.377,1.5,2.9,.510,.533,1.1,1.3,.838,0.9,2.6,3.5,1.3,0.3,0.1,1.0,1.8,6.2,saricda01
421,Olivier Sarr,C,23,OKC,6,0,11.2,0.8,2.2,.385,0.2,1.0,.167,0.7,1.2,.571,.423,0.5,0.5,1.000,1.3,1.0,2.3,0.5,0.0,0.8,0.5,1.8,2.3,sarrol01
422,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,schakjo01
423,Admiral Schofield,PF,25,ORL,33,0,11.7,1.5,3.1,.475,0.7,1.9,.355,0.8,1.2,.667,.584,0.5,0.6,.895,0.6,1.1,1.7,0.8,0.2,0.1,0.2,1.7,4.1,schofad01
424,Dennis Schröder,PG,29,LAL,62,49,30.5,4.2,10.0,.418,1.2,3.5,.338,3.0,6.5,.460,.477,3.3,3.8,.870,0.3,2.3,2.5,4.5,0.8,0.1,1.7,2.2,12.9,schrode01
425,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,seabrde01
426,Alperen Şengün,C,20,HOU,70,67,28.6,5.9,10.6,.556,0.2,0.7,.314,5.7,9.9,.574,.567,2.7,3.8,.712,3.2,5.5,8.7,3.8,0.9,0.9,2.5,3.4,14.7,sengual01
427,Collin Sexton,SG,24,UTA,47,15,24.0,4.9,9.7,.507,1.0,2.5,.410,3.9,7.2,.540,.559,3.4,4.2,.822,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,sextoco01
428,Landry Shamet,SG,25,PHO,35,7,21.0,2.9,7.7,.383,1.9,5.1,.378,1.0,2.5,.393,.509,1.2,1.3,.894,0.3,1.4,1.6,2.2,0.7,0.1,1.0,1.6,9.0,shamela01
429,Day'Ron Sharpe,C,21,BRK,42,2,11.4,2.0,3.6,.546,0.1,0.3,.545,1.8,3.4,.546,.566,0.7,1.0,.636,2.0,2.1,4.1,0.8,0.3,0.7,1.0,2.0,4.8,sharpda01
430,Shaedon Sharpe,SG,19,POR,75,10,21.5,3.5,7.4,.474,1.2,3.2,.369,2.3,4.2,.554,.554,0.8,1.1,.707,0.8,2.0,2.8,0.9,0.5,0.3,0.9,1.7,8.9,sharpsh01
431,Pascal Siakam,C,28,TOR,66,66,37.5,8.8,18.6,.476,1.3,4.1,.328,7.5,14.5,.517,.512,5.2,6.8,.767,1.9,6.0,7.8,5.9,0.8,0.5,2.5,3.3,24.3,siakapa01
432,Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,silvach01
433,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,.566,0.0,0.0,.000,3.2,5.5,.571,.566,0.6,1.4,.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,simmobe01
434,Marko Simonovic,C,23,CHI,3,0,1.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,simonma01
435,Anfernee Simons,SG,23,POR,62,62,35.0,7.5,16.9,.447,3.4,9.1,.377,4.1,7.8,.528,.548,2.6,2.9,.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,simonan01
436,Jericho Sims,C,24,NYK,50,16,15.6,1.6,2.1,.769,0.0,0.0,.000,1.6,2.1,.777,.769,0.2,0.3,.750,1.9,2.8,4.6,0.5,0.3,0.6,0.5,1.9,3.4,simsje01
437,Marcus Smart,PG,28,BOS,58,58,32.3,4.0,9.7,.417,1.8,5.4,.339,2.2,4.2,.518,.512,1.5,2.0,.757,0.7,2.4,3.1,6.3,1.5,0.4,2.4,2.8,11.4,smartma01
438,Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,.412,0.4,2.1,.216,3.0,6.3,.475,.438,1.4,2.0,.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,smithde03
439,Dru Smith,SG,25,TOT,12,1,10.9,1.5,3.3,.450,0.4,1.6,.263,1.1,1.8,.619,.513,0.1,0.1,1.000,0.2,1.4,1.6,1.3,0.8,0.3,0.2,1.4,3.5,smithdr01
440,Ish Smith,PG,34,DEN,38,0,8.7,1.2,2.7,.431,0.1,0.2,.333,1.1,2.5,.438,.441,0.0,0.1,.500,0.1,1.1,1.2,2.1,0.2,0.2,1.0,0.8,2.4,smithis01
441,Jabari Smith Jr.,PF,19,HOU,74,74,30.8,4.5,11.2,.405,1.6,5.1,.307,3.0,6.1,.486,.474,2.0,2.6,.778,1.5,5.7,7.2,1.3,0.6,0.9,1.4,2.9,12.6,smithja05
442,Jalen Smith,PF,22,IND,65,29,18.4,3.4,7.4,.468,0.8,2.8,.272,2.7,4.5,.590,.520,1.6,2.0,.765,1.8,3.8,5.7,1.0,0.3,0.8,1.1,2.2,9.2,smithja04
443,Jeremy Sochan,PF,19,SAS,56,53,26.0,4.5,9.9,.453,0.6,2.4,.246,3.9,7.5,.519,.483,1.4,2.1,.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,sochaje01
444,Jaden Springer,SG,20,PHI,14,0,3.8,0.6,1.6,.409,0.0,0.1,.000,0.6,1.4,.450,.409,0.4,0.4,.833,0.4,0.5,0.9,0.4,0.4,0.1,0.1,0.6,1.6,sprinja01
445,Lamar Stevens,PF,25,CLE,57,23,17.9,2.1,4.6,.462,0.5,1.5,.321,1.6,3.1,.528,.513,0.6,0.9,.698,0.8,2.5,3.3,0.5,0.4,0.3,0.4,1.3,5.3,stevela01
446,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,.442,1.3,4.1,.327,2.6,4.7,.542,.518,2.2,3.0,.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,stewais01
447,Max Strus,SF,26,MIA,75,28,28.7,4.1,10.0,.409,2.4,7.1,.343,1.7,2.9,.569,.531,1.0,1.2,.885,0.6,2.7,3.3,2.1,0.6,0.1,0.9,2.1,11.6,strusma01
448,Jalen Suggs,PG,21,ORL,47,16,23.7,3.5,8.4,.415,1.1,3.7,.310,2.3,4.7,.498,.483,1.6,2.2,.709,1.0,1.9,2.9,3.1,1.3,0.5,1.8,2.3,9.6,suggsja01
449,Edmond Sumner,SG,27,BRK,50,12,14.2,2.4,5.3,.458,0.6,1.7,.360,1.8,3.6,.506,.517,1.9,2.1,.923,0.2,1.3,1.5,1.4,0.6,0.2,1.0,1.6,7.4,sumneed01
450,Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,.333,0.5,1.3,.375,0.0,0.2,.000,.500,0.0,0.0,,0.2,1.0,1.2,0.7,0.0,0.0,0.0,0.5,1.5,swideco01
451,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,.480,0.4,1.5,.283,3.1,5.9,.530,.509,1.6,2.2,.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,tateja01
452,Jayson Tatum,PF,24,BOS,70,70,37.3,9.8,21.3,.462,3.2,9.4,.344,6.6,12.0,.554,.537,7.2,8.4,.854,1.1,7.8,8.9,4.7,1.0,0.7,3.0,2.2,30.1,tatumja01
453,Terry Taylor,PF,23,TOT,28,2,8.4,1.1,2.4,.478,0.1,0.6,.222,1.0,1.8,.571,.507,0.2,0.3,.714,0.8,0.6,1.4,0.4,0.1,0.2,0.3,0.9,2.6,taylote01
454,Garrett Temple,SG,36,NOP,24,0,6.6,0.8,1.8,.409,0.5,1.0,.440,0.3,0.8,.368,.534,0.1,0.2,.750,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.1,templga01
455,Dalen Terry,SG,20,CHI,32,0,5.4,0.7,1.6,.460,0.2,0.6,.316,0.5,1.0,.548,.520,0.2,0.4,.538,0.3,0.6,0.9,0.6,0.1,0.1,0.2,0.6,1.8,terryda01
456,Daniel Theis,C,30,IND,7,1,15.6,3.0,6.3,.477,0.3,1.6,.182,2.7,4.7,.576,.500,0.7,1.7,.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0,theisda01
457,Cam Thomas,SG,21,BRK,53,3,16.8,3.5,7.9,.437,0.8,2.3,.363,2.6,5.6,.468,.490,2.7,3.1,.861,0.2,1.6,1.7,1.5,0.4,0.1,1.1,1.0,10.5,thomaca02
458,Klay Thompson,SG,32,GSW,65,65,33.1,7.8,18.0,.433,4.3,10.5,.408,3.5,7.6,.468,.552,1.7,1.9,.873,0.6,3.6,4.2,2.4,0.7,0.4,1.8,1.9,21.6,thompkl01
459,JT Thor,PF,20,CHO,64,4,12.7,1.3,3.0,.415,0.5,1.5,.303,0.8,1.5,.531,.492,0.4,0.6,.649,0.5,1.5,2.0,0.5,0.3,0.3,0.5,1.0,3.4,thorjt01
460,Matisse Thybulle,SG,25,TOT,69,26,16.6,1.6,3.5,.440,0.8,2.1,.364,0.8,1.4,.550,.547,0.2,0.4,.654,0.6,1.4,1.9,0.8,1.1,0.4,0.3,1.5,4.1,thybuma01
461,Xavier Tillman Sr.,PF,24,MEM,57,26,19.1,3.1,4.9,.621,0.1,0.3,.267,3.0,4.7,.640,.628,0.8,1.5,.560,1.9,3.0,4.9,1.6,0.9,0.5,0.7,1.6,7.0,tillmxa01
462,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,toddis01
463,Obi Toppin,PF,24,NYK,62,0,14.4,2.3,5.6,.418,1.1,3.4,.327,1.2,2.2,.559,.517,0.5,0.6,.784,0.4,2.3,2.8,0.8,0.3,0.2,0.5,0.9,6.3,toppiob01
464,Juan Toscano-Anderson,SF,29,TOT,46,8,12.5,1.2,2.3,.495,0.1,0.7,.200,1.0,1.7,.610,.523,0.3,0.4,.789,0.5,1.7,2.2,1.0,0.3,0.2,0.6,1.4,2.8,toscaju01
465,Karl-Anthony Towns,PF,27,MIN,24,24,33.4,7.3,14.8,.494,2.0,5.8,.353,5.3,9.0,.586,.564,4.1,4.6,.891,1.6,6.3,7.9,5.0,0.8,0.6,3.2,3.8,20.7,townska01
466,Gary Trent Jr.,SG,24,TOR,63,43,32.6,6.3,14.4,.434,2.6,6.9,.371,3.7,7.5,.494,.524,2.6,3.1,.838,0.5,2.2,2.7,1.6,1.6,0.2,0.8,1.6,17.7,trentga02
467,P.J. Tucker,PF,37,PHI,71,71,25.6,1.2,2.9,.417,0.7,1.8,.378,0.5,1.1,.481,.534,0.3,0.3,.826,1.3,2.7,4.0,0.8,0.5,0.2,0.6,2.4,3.4,tuckepj01
468,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,.548,1.5,4.0,.373,5.0,7.8,.638,.612,3.5,4.5,.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,turnemy01
469,Stanley Umude,SG,23,DET,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,umudest01
470,Jonas Valančiūnas,C,30,NOP,73,73,25.0,5.7,10.3,.553,0.5,1.4,.346,5.2,8.9,.586,.577,2.3,2.9,.818,2.8,7.3,10.1,1.8,0.3,0.6,2.1,3.1,14.3,valanjo01
471,Jarred Vanderbilt,PF,23,TOT,72,59,24.4,3.2,5.9,.546,0.3,1.1,.305,2.9,4.7,.604,.576,1.3,1.8,.692,2.3,5.5,7.7,2.5,1.1,0.3,1.3,2.5,8.0,vandeja01
472,Fred VanVleet,PG,28,TOR,64,64,36.9,6.5,16.3,.398,3.1,8.8,.349,3.4,7.5,.457,.493,3.6,4.0,.896,0.4,3.7,4.1,7.0,1.8,0.6,2.0,2.8,19.7,vanvlfr01
473,Devin Vassell,SG,22,SAS,38,32,31.0,6.9,15.7,.439,2.7,7.0,.387,4.2,8.7,.480,.525,2.1,2.6,.780,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,vassede01
474,Gabe Vincent,PG,26,MIA,63,29,26.1,3.3,8.3,.401,1.7,5.2,.332,1.6,3.2,.512,.504,1.1,1.2,.882,0.4,1.7,2.1,2.4,0.9,0.1,1.4,2.3,9.5,vincega01
475,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1.0,.458,0.0,0.2,.250,0.4,0.9,.500,.479,0.1,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,vonleno01
476,Nikola Vučević,C,32,CHI,76,76,33.8,7.3,14.1,.519,1.6,4.4,.356,5.7,9.7,.592,.574,1.6,1.9,.832,2.0,9.1,11.1,3.3,0.7,0.7,1.8,2.3,17.7,vucevni01
477,Dean Wade,PF,26,CLE,39,9,19.9,1.6,3.9,.408,1.0,2.8,.349,0.6,1.1,.558,.533,0.4,0.6,.652,0.4,2.9,3.3,0.8,0.6,0.5,0.4,2.1,4.5,wadede01
478,Franz Wagner,SF,21,ORL,75,75,33.0,6.9,14.1,.487,1.7,4.6,.362,5.2,9.5,.549,.547,3.4,4.0,.837,0.9,3.2,4.1,3.6,0.9,0.2,2.1,2.3,18.8,wagnefr01
479,Moritz Wagner,C,25,ORL,53,17,19.9,3.6,7.1,.500,0.9,2.9,.308,2.7,4.2,.635,.563,2.8,3.4,.843,1.3,3.4,4.7,1.5,0.7,0.2,1.2,2.4,10.9,wagnemo01
480,Ish Wainright,SF,28,PHO,55,1,15.3,1.5,3.8,.381,1.0,2.9,.342,0.5,0.9,.500,.510,0.5,0.5,.862,0.8,1.5,2.3,0.9,0.7,0.3,0.4,2.0,4.3,wainris01
481,Jabari Walker,SF,20,POR,50,0,9.8,1.2,2.8,.429,0.2,0.7,.229,1.0,2.1,.495,.457,0.6,0.7,.784,0.8,1.3,2.1,0.5,0.2,0.2,0.4,1.0,3.1,walkeja01
482,Kemba Walker,PG,32,DAL,9,1,16.0,2.7,6.3,.421,0.8,3.1,.250,1.9,3.2,.586,.482,1.9,2.3,.810,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,walkeke02
483,Lonnie Walker IV,SG,24,LAL,54,32,23.8,4.3,9.7,.446,1.6,4.6,.360,2.7,5.1,.522,.531,1.7,2.0,.858,0.3,1.7,2.0,1.2,0.6,0.3,0.9,1.3,12.0,walkelo01
484,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,.408,1.0,3.2,.303,3.1,6.7,.459,.457,2.3,3.3,.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,walljo01
485,T.J. Warren,PF-SF,29,TOT,39,0,16.6,3.3,6.6,.496,0.5,1.6,.328,2.8,5.1,.548,.535,0.7,0.9,.800,0.6,2.3,2.8,0.9,0.5,0.3,0.5,1.6,7.8,warretj01
486,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3.0,8.3,.367,1.3,3.6,.360,1.7,4.7,.372,.445,0.5,0.8,.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,washidu02
487,P.J. Washington,PF,24,CHO,72,72,32.9,6.0,13.5,.443,2.0,5.9,.347,3.9,7.6,.518,.519,1.8,2.4,.730,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.7,15.8,washipj01
488,TyTy Washington Jr.,PG,21,HOU,30,2,13.7,1.8,5.2,.355,0.6,2.6,.218,1.3,2.6,.494,.410,0.3,0.5,.625,0.1,1.3,1.4,1.6,0.4,0.1,0.5,0.9,4.6,washity02
489,Yuta Watanabe,SF,28,BRK,53,0,16.5,2.0,4.1,.498,1.0,2.3,.446,1.0,1.8,.564,.623,0.6,0.8,.733,0.5,1.9,2.5,0.8,0.5,0.3,0.4,1.4,5.7,watanyu01
490,Lindy Waters III,SG,25,OKC,37,0,12.8,1.6,4.2,.394,1.4,3.8,.366,0.2,0.4,.692,.561,0.4,0.5,.833,0.3,1.4,1.7,0.7,0.3,0.2,0.3,1.0,5.1,waterli01
491,Trendon Watford,PF,22,POR,57,7,18.9,2.6,4.8,.557,0.4,1.0,.400,2.3,3.8,.597,.598,1.1,1.5,.735,0.7,3.1,3.8,2.0,0.5,0.2,1.1,1.9,6.8,watfotr01
492,Peyton Watson,SG,20,DEN,16,0,3.1,0.8,1.4,.565,0.3,0.4,.667,0.6,1.1,.529,.652,0.0,0.1,.000,0.2,0.3,0.5,0.1,0.0,0.1,0.1,0.2,1.9,watsope01
493,Blake Wesley,SG,19,SAS,31,1,16.9,1.7,5.5,.310,0.5,1.4,.372,1.2,4.1,.289,.357,0.8,1.3,.625,0.3,1.7,2.0,2.5,0.6,0.1,1.6,1.8,4.7,weslebl01
494,Russell Westbrook,PG,34,TOT,68,19,29.0,5.9,13.5,.433,1.2,3.9,.301,4.7,9.6,.486,.476,2.9,4.4,.658,1.2,4.7,5.9,7.5,1.1,0.4,3.5,2.3,15.8,westbru01
495,Coby White,SG,22,CHI,68,1,23.1,3.4,7.8,.432,1.7,4.7,.371,1.6,3.2,.521,.542,0.8,1.0,.864,0.2,2.5,2.7,2.6,0.8,0.1,0.9,1.7,9.3,whiteco01
496,Derrick White,SG,28,BOS,76,64,28.3,4.2,9.1,.463,1.8,4.7,.387,2.4,4.4,.544,.563,2.0,2.3,.874,0.6,2.9,3.5,4.0,0.7,0.9,1.1,2.2,12.3,whitede01
497,Jack White,SF,25,DEN,16,0,3.2,0.4,1.0,.438,0.2,0.5,.375,0.3,0.5,.500,.531,0.1,0.2,.667,0.2,0.4,0.6,0.2,0.1,0.1,0.1,0.5,1.2,whiteja03
498,Joe Wieskamp,SF,23,TOR,5,0,6.0,0.6,1.6,.375,0.6,1.4,.429,0.0,0.2,.000,.563,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.4,1.8,wieskjo01
499,Aaron Wiggins,SG,24,OKC,65,14,18.2,2.5,5.0,.500,0.7,1.7,.391,1.9,3.4,.555,.566,0.8,1.0,.806,1.0,2.0,3.0,1.2,0.5,0.2,0.8,1.5,6.5,wiggiaa01
500,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,.473,2.4,6.1,.396,4.4,8.2,.530,.557,1.2,1.9,.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,wiggian01
501,Lindell Wigginton,PG,24,MIL,5,0,3.6,0.6,1.8,.333,0.0,0.8,.000,0.6,1.0,.600,.333,0.4,0.4,1.000,0.0,0.2,0.2,0.4,0.0,0.0,0.4,0.4,1.6,wiggili01
502,Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,willial06
503,Grant Williams,PF,24,BOS,73,22,26.5,2.8,6.1,.453,1.5,3.8,.398,1.3,2.4,.540,.575,1.2,1.6,.789,1.1,3.6,4.7,1.7,0.6,0.4,1.1,2.5,8.3,willigr01
504,Jalen Williams,SG,21,OKC,71,58,30.3,5.5,10.5,.524,1.0,2.7,.359,4.5,7.8,.581,.570,2.1,2.6,.805,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,willija06
505,Jaylin Williams,PF,20,OKC,45,32,18.6,2.1,4.9,.434,0.9,2.3,.398,1.2,2.6,.466,.527,0.8,1.1,.700,0.8,4.1,4.9,1.5,0.5,0.3,0.7,2.3,5.9,willija07
506,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,.517,0.9,2.5,.373,2.4,4.0,.608,.590,0.3,0.7,.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,willike04
507,Mark Williams,C,21,CHO,39,13,18.2,3.5,5.5,.638,0.0,0.0,,3.5,5.5,.638,.638,1.5,2.3,.682,2.1,4.6,6.7,0.5,0.6,1.1,0.9,2.1,8.5,willima07
508,Patrick Williams,PF,21,CHI,76,63,28.4,3.8,8.1,.464,1.4,3.3,.412,2.4,4.8,.499,.547,1.1,1.3,.867,0.9,3.1,4.0,1.2,0.9,0.8,1.3,1.8,10.0,willipa01
509,Robert Williams,C,25,BOS,32,18,23.4,3.7,4.9,.741,0.0,0.0,.000,3.7,4.9,.745,.741,0.7,1.1,.639,3.0,5.4,8.4,1.4,0.6,1.3,0.9,2.0,8.0,williro04
510,Vince Williams Jr.,SG,22,MEM,11,0,4.7,0.4,1.3,.286,0.2,0.9,.200,0.2,0.4,.500,.357,0.0,0.0,,0.2,0.5,0.6,0.3,0.4,0.1,0.1,0.5,0.9,willivi01
511,Ziaire Williams,SF,21,MEM,36,3,14.7,2.1,4.9,.424,0.6,2.5,.247,1.5,2.4,.602,.486,0.4,0.5,.778,0.4,1.7,2.1,0.7,0.4,0.1,1.0,1.6,5.2,willizi02
512,Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,willizi01
513,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,windldy01
514,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,winslju01
515,James Wiseman,C,21,TOT,39,16,18.7,4.2,7.3,.577,0.1,0.4,.235,4.1,6.9,.599,.584,1.3,1.9,.684,1.6,4.3,5.9,0.6,0.2,0.6,1.2,2.3,9.9,wisemja01
516,Christian Wood,C,27,DAL,64,17,26.1,6.0,11.5,.518,1.5,4.2,.368,4.5,7.4,.603,.585,3.3,4.2,.778,1.3,6.1,7.4,1.8,0.5,1.0,1.8,2.6,16.8,woodch01
517,Delon Wright,PG,30,WAS,47,11,24.2,2.6,5.5,.473,0.8,2.3,.352,1.8,3.2,.559,.546,1.0,1.1,.865,1.1,2.2,3.4,3.8,1.9,0.4,0.9,1.2,7.0,wrighde01
518,McKinley Wright IV,PG,24,DAL,25,1,11.3,1.4,3.0,.473,0.3,0.9,.318,1.1,2.1,.538,.520,0.4,0.6,.688,0.3,1.3,1.6,2.0,0.3,0.2,0.7,0.8,3.5,wrighmc01
519,Thaddeus Young,PF,34,TOR,54,9,14.7,2.0,3.7,.545,0.1,0.6,.176,1.9,3.0,.622,.561,0.3,0.5,.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4,youngth01
520,Trae Young,PG,24,ATL,69,69,34.6,8.3,19.3,.432,2.2,6.4,.345,6.1,12.9,.475,.489,7.6,8.6,.884,0.8,2.2,3.0,10.0,1.1,0.1,4.1,1.5,26.5,youngtr01
521,Omer Yurtseven,C,24,MIA,6,0,6.2,0.8,1.5,.556,0.0,0.2,.000,0.8,1.3,.625,.556,0.3,0.5,.667,0.7,0.8,1.5,0.0,0.2,0.2,0.2,1.0,2.0,yurtsom01
522,Cody Zeller,C,30,MIA,12,0,12.8,1.5,2.8,.529,0.0,0.1,.000,1.5,2.8,.545,.529,1.6,2.3,.704,1.7,2.3,3.9,0.6,0.2,0.3,0.9,2.2,4.6,zelleco01
523,Ivica Zubac,C,25,LAC,71,71,28.6,4.2,6.7,.630,0.0,0.0,.000,4.2,6.6,.633,.630,2.1,3.1,.689,3.1,6.8,9.9,1.1,0.4,1.3,1.6,2.9,10.5,zubaciv01